DocDate,PODate,ExCountry,CustomerName,BuyerDivision,MerchandiserName,StyleNo,StyleDesc,BaseFabricQuality,Season,ShipmentDate,DocNo,Images,PONo,Country,Combo,Column_Id,SizeGroupCode,Size,OrderQty
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RQ05KAD74,HOODED LS ACTIVE TOP,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-272,,MA03-2025-02323,ITALY,SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,11
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J81I15J1311,CROPPED SS TSHIRT_CORE,LYCRA JERSEY/95% ORGANIC COTTON 5% ELASTANE/180 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-274,,MA03-2025-02323,POLAND,BLACK AND RED BLOCK-P9BA,6.0,*7-16,*16,11
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RK11KAD74,FRENCH TERRY SS DRESS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-278,,MA01-2025-02675,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,10.0,*3-6-6X7,*5,97
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L5BI16KCNQ4,HEAVY JERSEY SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-281,,MA03-2025-02323,POLAND,JET BLACK A996-JBLK,6.0,*2-16,*16,21
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L5BI16KCNQ4,HEAVY JERSEY SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-281,,MA03-2025-02323,POLAND,PURE WHITE-G011/11-4001 TCX,6.0,*2-16,*16,21
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RK11KAD74,FRENCH TERRY SS DRESS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-278,,MA01-2025-02675,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,10.0,*3-6-6X7,*5,123
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RK11KAD74,FRENCH TERRY SS DRESS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-278,,MA03-2025-02321,POLAND,PURE WHITE-G011/11-4001 TCX,10.0,*3-6-6X7,*5,54
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,MX01-2025-01006,MEXICO (DIR),BLOOMING AZALEA-A61T/15-2213 TCX,6.0,*7-16,*16,225
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,MX01-2025-01006,MEXICO (DIR),PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,181
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MX01-2025-01007,MEXICO (DIR),LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*7-16,*16,36
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MX01-2025-01007,MEXICO (DIR),PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,216
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,MX01-2025-01007,MEXICO (DIR),SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,181
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RK11KAD74,FRENCH TERRY SS DRESS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/340 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-278,,MA03-2025-02323,ITALY,PURE WHITE-G011/11-4001 TCX,10.0,*3-6-6X7,*5,29
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA01-2025-02675,NETHERLANDS (CLL),LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*3-6-6X7,*24,387
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,MX01-2025-01010,MEXICO (DIR),SPICY RED-G5D7/18-1657 TCX,6.0,*7-16,*16,142
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI24K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-249,,MX01-2025-01311,MEXICO (DIR),SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,38
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI24K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-249,,MX01-2025-01311,MEXICO (DIR),SILK TIE BLUE-G7GM/16-4031 TCX,6.0,*7-16,*16,225
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI28K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-255,,MX01-2025-01312,MEXICO (DIR),PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,216
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI35KBPZ4,GMT DYE RIB CROP SL TOP,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-264,,MX01-2025-01313,MEXICO (DIR),LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*7-16,*16,45
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI35KBPZ4,GMT DYE RIB CROP SL TOP,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-264,,MX01-2025-01313,MEXICO (DIR),SLIGHT PINK-G682/15-1614 TCX,6.0,*7-16,*16,181
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,MX01-2025-01314,MEXICO (DIR),VINO-G577/19-1724 TCX,6.0,*7-16,*16,142
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,MX01-2025-01480,MEXICO (DIR),SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,36
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,SP01-2025-00724,SINGAPORE,BLOOMING AZALEA-A61T/15-2213 TCX,6.0,*7-16,*16,8
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,SP01-2025-00724,SINGAPORE,JET BLACK A996-JBLK,6.0,*7-16,*16,11
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,SP01-2025-00724,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,SP01-2025-00724,SINGAPORE,LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*7-16,*16,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI10K6YW4,SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-163,,SP01-2025-00724,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,4
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,I6RG13KC484,SET GMT DYE T-SHIRT SHORT_CERE,TOP-JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM   BOTTOM-FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-312,,MA01-2025-02675,NETHERLANDS (CLL),LIGHT BLUE LUXE-G76S/16-3922 TCX,6.0,*3-6-6X7,*24,116
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA02-2025-01768,NETHERLANDS(RTL),LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*3-6-6X7,*24,17
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA03-2025-02321,POLAND,LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*3-6-6X7,*24,32
7/6/2025,7/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,A6RG13KA6R4,SET LS ACTIVE TOP PANTS,FRENCH TERRY/50% ORGANIC COTTON 50% COTTON/290 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-311,,MA03-2025-02323,ITALY,LIGHT BLUE SKY-A732/15-4031 TCX,6.0,*3-6-6X7,*24,17
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI07K6YW4,HIGH LOW DIP DYE SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-168,,AU01-2025-00759,AUSTRALIA (DIR),PINK DEEP DYE-F69M,10.0,*3-6-6X7,*5,11
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,AU01-2025-00760,AUSTRALIA (DIR),RED SECRET PINK ST-ST56,10.0,*3-6-6X7,*5,9
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,SP01-2025-00724,SINGAPORE,JET BLACK A996-JBLK,6.0,*7-16,*16,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,SP01-2025-00724,SINGAPORE,SPICY RED-G5D7/18-1657 TCX,6.0,*7-16,*16,16
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI02K8HM4,SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-177,,SP01-2025-00724,SINGAPORE,TANZANITE-A70K/19-3954 TCX,6.0,*7-16,*16,15
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,SP01-2025-00724,SINGAPORE,MACCHIATO-G1K6/17-1038 TCX,6.0,*7-16,*16,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,SP01-2025-00724,SINGAPORE,SMART BLUE-G7V2/19-3924 TCX,6.0,*7-16,*16,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI08K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-181,,SP01-2025-00724,SINGAPORE,TANZANITE-A70K/19-3954 TCX,6.0,*7-16,*16,4
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,IT-50350,CANADA (WLS),STRIPE WHITE NAVY SI-SWNS,10.0,*3-6-6X7,*5,10
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI07K6YW4,HIGH LOW DIP DYE SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-168,,MA01-2025-02031,NETHERLANDS (CLL),PINK DEEP DYE-F69M,10.0,*3-6-6X7,*5,123
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-184,,SP01-2025-00724,SINGAPORE,ARCTIC SKY-G7N1,6.0,*7-16,*16,6
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI29KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-184,,SP01-2025-00724,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,6
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,MA01-2025-02031,NETHERLANDS (CLL),CHILI RED-G532/19-1557 TCX,10.0,*3-6-6X7,*5,142
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI09K6YW4,SS T SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-169,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,10.0,*3-6-6X7,*5,322
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),BLOOMING AZALEA-A61T/15-2213 TCX,10.0,*3-6-6X7,*5,199
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI24K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-249,,SP01-2025-00952,SINGAPORE,SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,15
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI28K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-255,,SP01-2025-00952,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI28K6YW4,MIDI SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-255,,SP01-2025-00952,SINGAPORE,SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI30KCNQ4,BATWING SS T-SHIRT,HEAVY JERSEY/50% ORGANIC COTTON 50% COTTON/210 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-261,,SP01-2025-00952,SINGAPORE,NUDE SAND-G1G1/15-1314 TCX,6.0,*7-16,*16,4
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI35KBPZ4,GMT DYE RIB CROP SL TOP,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,2/10/2025,ESS-APP-SO-2526-264,,SP01-2025-00952,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,6
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI38K6YW4,MIDI BOXY SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-266,,SP01-2025-00952,SINGAPORE,KETCHUP RED-G5K9/18-1661 TCX,6.0,*7-16,*16,13
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI38K6YW4,MIDI BOXY SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-266,,SP01-2025-00952,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,5
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI38K6YW4,MIDI BOXY SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-266,,SP01-2025-00952,SINGAPORE,SECRET BLUE-G7HR/19-4111 TCX,6.0,*7-16,*16,15
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI16K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-285,,SP01-2025-00952,SINGAPORE,PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,18
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,SP01-2025-00952,SINGAPORE,JET BLACK A996-JBLK,6.0,*7-16,*16,12
6/6/2025,6/6/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI25KC484,GMT DYE SS T-SHIRT_CEREMONY,JACQUARD JERSEY/50% ORGANIC COTTON 50% COTTON/205 GSM,PRESPRING-2026,7/9/2025,ESS-APP-SO-2526-286,,SP01-2025-00952,SINGAPORE,VINO-G577/19-1724 TCX,6.0,*7-16,*16,13
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,US01-2025-00723(IK-96731,UNITED STATES (WLS),BLOOMING AZALEA-A61T/15-2213 TCX,6.0,*7-16,*16,27
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI06K6YW4,CROP SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-162,,US01-2025-00723(IK-96731,UNITED STATES (WLS),PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,7
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI27KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,23/8/2025,ESS-APP-SO-2526-164,,US01-2025-00724(K-96732),UNITED STATES (WLS),RED SECRET PINK ST- ST56,6.0,*7-16,*16,7
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,US01-2025-00726(IK-96734),UNITED STATES (WLS),BLOOMING AZALEA-A61T/15-2213 TCX,6.0,*7-16,*16,5
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,J6RI29KBZP4,RIB LS T-SHIRT,LYCRA DURBY RIB/50% ORGANIC COTTON 46% COTTON 4% LYCRA/230 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-165,,US01-2025-00728(IK-96736),UNITED STATES (WLS),PURE WHITE-G011/11-4001 TCX,6.0,*7-16,*16,2
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),PURE WHITE-G011/11-4001 TCX,10.0,*3-6-6X7,*5,426
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI10K6YW4,HIGH LOW SS T-SHIRT,LYCRA JERSEY/50% ORGANIC COTTON 45% COTTON 5% ELASTANE/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-171,,MA01-2025-02031,NETHERLANDS (CLL),SECRET BLUE-G7HR/19-4111 TCX,10.0,*3-6-6X7,*5,61
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,MA01-2025-02031,NETHERLANDS (CLL),RED SECRET PINK ST-ST56,10.0,*3-6-6X7,*5,32
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,K6RI18KB020,RIB SS T-SHIRT,Y/D DURBY RIB/100% COTTON/265 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-174,,MA01-2025-02031,NETHERLANDS (CLL),STRIPE WHITE NAVY SI-SWNS,10.0,*3-6-6X7,*5,113
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,N6RI26KCM20,GMT DYE JACQ JERSEY SS T-SHIRT,JACQUARD JERSEY/100% COTTON/180 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-182,,MA01-2025-02031,NETHERLANDS (CLL),ARCTIC SKY-G7N1,10.0,*3-6-6X7,*5,60
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,US01-2025-00738(IK-96746),UNITED STATES (WLS),MACCHIATO-G1K6/17-1038 TCX,6.0,*7-16,*16,13
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI08K8HM4,OVERSIZE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-181,,US01-2025-00739(IK-96747),UNITED STATES (WLS),TANZANITE-A70K/19-3954 TCX,6.0,*7-16,*16,12
24/5/2025,24/5/2025,,GUESS EUROPE KIDS,KIDS,SURESH R,L6RI07K8HM4,OVERSIZE GMT DYE SS T-SHIRT,SINGLE JERSEY/50% ORGANIC COTTON 50% COTTON/160 GSM,PRESPRING-2026,25/8/2025,ESS-APP-SO-2526-179,,US01-2025-00741(IK-96749),UNITED STATES (WLS),SMART BLUE-G7V2/19-3924 TCX,6.0,*7-16,*16,14
